"FOLIO","VIV_SEL","HOGAR","N_INF","P3A1_1","P3A1_2","P4_1","P4_2_2","P7_1","ENT","TLOC","EST_DIS","UPM_DIS","FACTOR"
"0001600","02","1","02","1","1","","02","1","06","1","088","0001600",126
"0001600","03","1","01","1","1","","01","1","06","1","088","0001600",126
"0001600","04","1","02","2","","","02","1","06","1","088","0001600",126
"0001600","05","1","02","1","1","","02","2","06","1","088","0001600",126
"0001601","01","1","02","1","1","","02","2","06","1","088","0001601",92
"0001601","02","1","01","1","1","","01","2","06","1","088","0001601",92
"0001601","03","1","02","2","","","01","2","06","1","088","0001601",92
"0001601","04","1","01","2","","","01","2","06","1","088","0001601",92
"0001601","05","1","01","2","","","02","2","06","1","088","0001601",92
"0001602","01","1","01","2","","","01","2","06","1","086","0001602",142
"0001602","02","1","02","2","","","02","2","06","1","086","0001602",142
"0001602","05","1","01","2","","","01","2","06","1","086","0001602",142
"0001603","01","1","01","2","","","01","2","06","1","086","0001603",132
"0001603","02","1","01","2","","","01","2","06","1","086","0001603",132
"0001603","03","1","02","2","","","02","2","06","1","086","0001603",132
"0001603","04","1","01","2","","","01","2","06","1","086","0001603",132
"0001603","05","1","01","2","","","01","2","06","1","086","0001603",132
"0001604","01","1","05","2","","","01","2","06","1","085","0001604",119
"0001604","03","1","02","1","1","","02","2","06","1","085","0001604",119
"0001604","04","1","01","2","","","01","1","06","1","085","0001604",119
"0001604","05","1","01","1","1","","01","2","06","1","085","0001604",119
"0001605","01","1","01","2","","","02","1","06","1","086","0001605",186
"0001605","02","1","02","2","","","02","2","06","1","086","0001605",186
"0001605","03","1","01","2","","","01","2","06","1","086","0001605",186
"0001605","04","1","02","2","","","01","1","06","1","086","0001605",186
"0001605","05","1","02","2","","","01","2","06","1","086","0001605",186
"0001606","01","1","01","2","","","01","2","06","1","085","0001606",174
"0001606","03","1","01","2","","","01","2","06","1","085","0001606",174
"0001606","04","1","02","2","","","02","1","06","1","085","0001606",174
"0001606","05","1","01","2","","","01","2","06","1","085","0001606",174
"0001607","01","1","01","2","","","01","2","06","1","085","0001607",142
"0001607","02","1","01","2","","","01","2","06","1","085","0001607",142
"0001607","03","1","01","2","","","01","2","06","1","085","0001607",142
"0001607","04","1","03","2","","","03","2","06","1","085","0001607",142
"0001607","05","1","02","2","","","02","2","06","1","085","0001607",142
"0001608","01","1","02","2","","","02","1","06","1","085","0001608",97
"0001608","02","1","02","1","1","","02","2","06","1","085","0001608",97
"0001608","03","1","01","2","","","01","2","06","1","085","0001608",97
"0001608","04","1","02","2","","","02","2","06","1","085","0001608",97
"0001608","05","1","01","2","","","01","2","06","1","085","0001608",97
"0001609","02","1","01","2","","","01","2","06","1","086","0001609",95
"0001609","04","1","01","2","","","01","2","06","1","086","0001609",95
"0001610","01","1","02","2","","","02","2","06","1","086","0001610",118
"0001610","02","1","01","2","","","01","2","06","1","086","0001610",118
"0001610","03","1","01","2","","","01","1","06","1","086","0001610",118
"0001610","04","1","01","2","","","01","2","06","1","086","0001610",118
"0001610","05","1","01","2","","","01","1","06","1","086","0001610",118
"0001611","01","1","02","2","","","02","2","06","1","086","0001611",69
"0001611","02","1","02","2","","","01","2","06","1","086","0001611",69
"0001611","03","1","05","2","","1","05","2","06","1","086","0001611",69
"0001611","03","2","01","2","","2","","2","06","1","086","0001611",69
"0001611","04","1","01","2","","","01","2","06","1","086","0001611",69
"0001611","05","1","01","2","","","01","2","06","1","086","0001611",69
"0001612","01","1","03","2","","","01","1","06","1","086","0001612",93
"0001612","02","1","02","2","","","02","1","06","1","086","0001612",93
"0001612","03","1","02","2","","","01","2","06","1","086","0001612",93
"0001612","04","1","02","2","","","02","1","06","1","086","0001612",93
"0001612","05","1","01","2","","","01","2","06","1","086","0001612",93
"0001613","01","1","02","2","","","01","2","06","1","086","0001613",100
"0001613","02","1","04","1","1","","04","2","06","1","086","0001613",100
"0001613","03","1","01","2","","","01","2","06","1","086","0001613",100
"0001613","05","1","01","2","","","01","2","06","1","086","0001613",100
"0001614","01","1","01","2","","","01","2","06","1","086","0001614",101
"0001614","02","1","02","1","1","","02","2","06","1","086","0001614",101
"0001614","03","1","01","2","","","01","2","06","1","086","0001614",101
"0001614","04","1","02","2","","","02","2","06","1","086","0001614",101
"0001615","01","1","01","1","1","","01","2","06","1","086","0001615",110
"0001615","03","1","04","2","","","04","2","06","1","086","0001615",110
"0001615","04","1","02","2","","","02","1","06","1","086","0001615",110
"0001615","05","1","02","2","","","02","2","06","1","086","0001615",110
"0001616","02","1","02","1","1","","02","1","06","1","086","0001616",109
"0001616","03","1","02","2","","","02","2","06","1","086","0001616",109
"0001616","05","1","02","2","","","02","2","06","1","086","0001616",109
"0001617","01","1","01","2","","","01","2","06","1","085","0001617",114
"0001617","02","1","01","1","3","","01","2","06","1","085","0001617",114
"0001617","03","1","01","1","1","","01","2","06","1","085","0001617",114
"0001617","04","1","02","2","","","01","2","06","1","085","0001617",114
"0001617","05","1","01","1","1","","01","2","06","1","085","0001617",114
"0001618","01","1","01","2","","","01","1","06","1","086","0001618",177
"0001618","02","1","01","1","1","","01","2","06","1","086","0001618",177
"0001618","03","1","01","1","1","","01","2","06","1","086","0001618",177
"0001618","04","1","01","2","","","01","2","06","1","086","0001618",177
"0001618","05","1","01","2","","1","01","2","06","1","086","0001618",177
"0001618","05","2","01","1","1","2","","2","06","1","086","0001618",177
"0001619","01","1","02","2","","","02","2","06","1","085","0001619",95
"0001619","02","1","04","1","1","","02","2","06","1","085","0001619",95
"0001619","03","1","02","2","","","02","2","06","1","085","0001619",95
"0001619","04","1","01","2","","","01","1","06","1","085","0001619",95
"0001620","01","1","02","1","1","1","02","2","06","1","087","0001620",132
"0001620","01","2","01","2","","2","","2","06","1","087","0001620",132
"0001620","01","3","01","2","","2","","2","06","1","087","0001620",132
"0001620","02","1","02","2","","","01","2","06","1","087","0001620",132
"0001620","03","1","01","2","","","01","2","06","1","087","0001620",132
"0001620","04","1","01","1","1","","01","2","06","1","087","0001620",132
"0001620","05","1","01","2","","","01","2","06","1","087","0001620",132
"0001621","01","1","02","2","","","02","2","06","1","086","0001621",140
"0001621","02","1","01","2","","","01","2","06","1","086","0001621",140
"0001621","03","1","02","2","","","02","2","06","1","086","0001621",140
"0001621","04","1","02","2","","","02","2","06","1","086","0001621",140
"0001621","05","1","01","2","","","01","2","06","1","086","0001621",140
"0001622","01","1","02","2","","","02","2","06","1","087","0001622",139
"0001622","02","1","01","2","","","01","2","06","1","087","0001622",139
"0001622","03","1","01","2","","","01","2","06","1","087","0001622",139
"0001622","04","1","01","2","","","01","2","06","1","087","0001622",139
"0001622","05","1","02","2","","","02","2","06","1","087","0001622",139
"0001623","01","1","03","2","","","03","2","06","1","086","0001623",78
"0001623","02","1","01","2","","","01","2","06","1","086","0001623",78
"0001623","03","1","02","1","1","","02","1","06","1","086","0001623",78
"0001623","04","1","02","1","1","1","02","2","06","1","086","0001623",78
"0001623","04","2","02","2","","2","","2","06","1","086","0001623",78
"0001624","01","1","01","1","1","","01","2","06","1","087","0001624",138
"0001624","02","1","03","2","","","02","1","06","1","087","0001624",138
"0001624","03","1","01","2","","","01","1","06","1","087","0001624",138
"0001624","04","1","03","2","","","03","2","06","1","087","0001624",138
"0001625","01","1","01","2","","","01","2","06","1","086","0001625",200
"0001625","02","1","02","2","","","01","2","06","1","086","0001625",200
"0001625","03","1","01","2","","","01","1","06","1","086","0001625",200
"0001625","04","1","01","1","1","","01","2","06","1","086","0001625",200
"0001625","05","1","02","2","","","02","2","06","1","086","0001625",200
"0001626","01","1","01","2","","","01","2","06","1","085","0001626",158
"0001626","02","1","01","2","","","01","2","06","1","085","0001626",158
"0001626","03","1","02","1","1","","02","2","06","1","085","0001626",158
"0001626","04","1","01","2","","","01","2","06","1","085","0001626",158
"0001626","05","1","01","2","","","01","2","06","1","085","0001626",158
"0001627","01","1","02","2","","","02","2","06","1","085","0001627",246
"0001627","02","1","01","2","","","01","2","06","1","085","0001627",246
"0001627","03","1","01","2","","","01","2","06","1","085","0001627",246
"0001627","04","1","01","2","","","01","2","06","1","085","0001627",246
"0001628","01","1","01","2","","","01","2","06","1","086","0001628",142
"0001628","02","1","01","2","","","01","1","06","1","086","0001628",142
"0001628","03","1","02","2","","","02","2","06","1","086","0001628",142
"0001628","04","1","02","2","","","02","2","06","1","086","0001628",142
"0001628","05","1","03","2","","","01","2","06","1","086","0001628",142
"0001629","01","1","01","2","","","01","2","06","1","086","0001629",111
"0001629","02","1","03","2","","","03","2","06","1","086","0001629",111
"0001629","03","1","02","2","","","02","2","06","1","086","0001629",111
"0001629","04","1","01","2","","","01","1","06","1","086","0001629",111
"0001629","05","1","01","1","1","","01","2","06","1","086","0001629",111
"0001630","01","1","03","2","","","01","2","06","1","086","0001630",144
"0001630","02","1","01","2","","","01","2","06","1","086","0001630",144
"0001630","03","1","02","2","","","01","2","06","1","086","0001630",144
"0001630","04","1","01","2","","","01","2","06","1","086","0001630",144
"0001630","05","1","02","2","","","02","2","06","1","086","0001630",144
"0001631","02","1","02","2","","","02","2","06","1","086","0001631",88
"0001631","03","1","01","2","","","01","2","06","1","086","0001631",88
"0001631","04","1","03","1","1","","03","1","06","1","086","0001631",88
"0001631","05","1","01","2","","","01","2","06","1","086","0001631",88
"0001632","01","1","01","2","","","01","2","06","1","086","0001632",151
"0001632","02","1","02","2","","","02","2","06","1","086","0001632",151
"0001632","03","1","02","1","1","","02","2","06","1","086","0001632",151
"0001632","04","1","01","2","","","01","2","06","1","086","0001632",151
"0001632","05","1","02","1","1","","02","2","06","1","086","0001632",151
"0001633","01","1","03","2","","","01","2","06","1","086","0001633",109
"0001633","02","1","01","1","1","","01","1","06","1","086","0001633",109
"0001633","03","1","02","1","1","","02","1","06","1","086","0001633",109
"0001633","04","1","02","2","","","02","2","06","1","086","0001633",109
"0001634","01","1","02","1","1","","02","2","06","1","086","0001634",130
"0001634","04","1","02","1","1","","02","2","06","1","086","0001634",130
"0001634","05","1","01","1","1","","01","2","06","1","086","0001634",130
"0001635","01","1","01","2","","","01","2","06","1","086","0001635",86
"0001635","02","1","02","2","","","02","2","06","1","086","0001635",86
"0001635","03","1","01","2","","","01","2","06","1","086","0001635",86
"0001635","04","1","01","1","1","","01","2","06","1","086","0001635",86
"0001636","01","1","01","1","1","","01","1","06","1","086","0001636",115
"0001636","02","1","01","1","1","","01","2","06","1","086","0001636",115
"0001636","03","1","02","1","1","","02","1","06","1","086","0001636",115
"0001636","05","1","01","2","","","01","2","06","1","086","0001636",115
"0001637","01","1","01","2","","","01","2","06","1","086","0001637",105
"0001637","02","1","02","2","","","01","1","06","1","086","0001637",105
"0001637","03","1","01","2","","","01","2","06","1","086","0001637",105
"0001637","05","1","01","2","","","01","2","06","1","086","0001637",105
