"FOLIO","VIV_SEL","HOGAR","C_DENEVI","P3A2_2","P3A2_3","P3A3","P3A4","P3A5","P3A6","P3A7","P3A8_1","P3A8_2","P3A8_3","P3A9","P3A10","P3A11","ENT","TLOC","EST_DIS","UPM_DIS","FACTOR"
"0006839","17","1","1","02","","2","4","","03","1","1","2","","9","1","","26","3","436","0006839",427
"0006839","19","1","1","01","","2","4","","05","2","","","","","","","26","3","436","0006839",427
"0006840","01","1","1","02","","3","4","","10","2","","","","","","","26","3","436","0006840",464
"0006840","02","1","1","02","","3","4","","03","1","1","","","1","2","1","26","3","436","0006840",464
"0006840","05","1","1","02","","2","4","","03","1","7","","","1","1","","26","3","436","0006840",464
"0006840","08","1","1","01","","3","3","","02","","2","","","3","2","1","26","3","436","0006840",464
"0006840","13","1","1","02","","2","2","","05","","1","","","1","2","1","26","3","436","0006840",464
"0006840","15","1","1","01","","2","4","","05","1","1","","","1","1","","26","3","436","0006840",464
"0006840","16","1","1","02","","2","3","","05","","1","","","1","2","1","26","3","436","0006840",464
"0006840","18","1","1","01","","2","9","","","","","","","","","","26","3","436","0006840",464
"0006840","19","1","1","01","","2","4","","05","1","1","","","1","1","","26","3","436","0006840",464
"0006840","20","1","1","02","","3","4","","05","1","1","","","1","1","","26","3","436","0006840",464
"0006840","20","1","2","03","","2","4","","05","1","7","","","1","2","1","26","3","436","0006840",464
"0006840","20","1","3","05","","2","4","","05","1","7","","","1","2","1","26","3","436","0006840",464
"0006841","01","1","1","03","","3","4","","05","1","1","","","3","1","","26","3","437","0006841",616
"0006841","02","1","1","01","","4","4","","05","1","1","","","1","1","","26","3","437","0006841",616
"0006841","04","1","1","04","","2","4","","05","1","3","","","3","2","1","26","3","437","0006841",616
"0006841","08","1","1","02","","2","4","","01","1","5","","","2","2","1","26","3","437","0006841",616
"0006841","10","1","1","01","","2","4","","05","2","","","","","","","26","3","437","0006841",616
"0006841","17","1","1","01","02","3","2","","05","","2","","","3","1","","26","3","437","0006841",616
"0006842","02","1","1","01","","3","4","","05","2","","","","","","","26","3","437","0006842",644
"0006842","07","1","1","03","","2","4","","05","1","1","","","2","2","1","26","3","437","0006842",644
"0006842","07","1","2","04","","2","4","","05","1","1","","","2","2","1","26","3","437","0006842",644
"0006842","12","1","1","01","","2","4","","08","2","","","","","","","26","3","437","0006842",644
"0006843","07","2","1","01","","3","4","","05","2","","","","","","","26","3","436","0006843",470
"0006843","08","1","1","03","","1","4","","05","2","","","","","","","26","3","436","0006843",470
"0006843","10","1","1","01","","1","4","","01","2","","","","","","","26","3","436","0006843",470
"0006843","15","1","1","01","","2","4","","05","2","","","","","","","26","3","436","0006843",470
"0006843","18","1","1","01","","1","3","","05","","4","","","1","1","","26","3","436","0006843",470
"0006843","19","1","1","01","02","2","4","","05","2","","","","","","","26","3","436","0006843",470
"0006843","20","1","1","03","","1","1","6","","","","","","","","","26","3","436","0006843",470
"0006844","01","1","1","02","","3","4","","05","1","1","","","1","2","2","26","4","438","0006844",254
"0006844","02","1","1","01","","2","4","","03","1","2","","","2","1","","26","4","438","0006844",254
"0006844","03","1","1","03","","2","4","","05","1","7","","","1","1","","26","4","438","0006844",254
"0006844","04","1","1","02","","2","4","","05","1","9","","","1","2","1","26","4","438","0006844",254
"0006844","08","1","1","04","","2","4","","05","1","7","","","1","1","","26","4","438","0006844",254
"0006844","12","1","1","04","","2","2","","05","","1","","","2","2","1","26","4","438","0006844",254
"0006845","07","1","1","04","","4","2","","05","","2","","","3","2","1","26","4","439","0006845",249
"0006845","08","1","1","03","","2","2","","05","","2","","","2","2","1","26","4","439","0006845",249
"0006845","10","1","1","04","","2","3","","07","","2","","","2","2","2","26","4","439","0006845",249
"0006845","14","1","1","04","","2","2","","05","","3","","","3","2","5","26","4","439","0006845",249
"0006845","18","1","1","03","04","2","3","","05","","1","","","1","1","","26","4","439","0006845",249
"0006845","18","1","2","04","","2","3","","05","","1","","","1","1","","26","4","439","0006845",249
"0006845","19","1","1","03","","2","2","","05","","2","","","2","1","","26","4","439","0006845",249
"0006845","20","1","1","01","","1","4","","03","1","4","","","1","2","1","26","4","439","0006845",249
"0006846","07","1","1","01","02","2","4","","01","1","1","","","1","2","4","26","4","439","0006846",353
"0006846","12","1","1","05","","2","4","","05","1","1","","","1","2","1","26","4","439","0006846",353
"0006846","13","1","1","01","","2","4","","08","1","1","","","1","1","","26","4","439","0006846",353
"0006846","14","1","1","10","","1","4","","01","1","4","","","1","2","2","26","4","439","0006846",353
"0006846","18","1","1","02","","1","4","","05","1","1","","","1","1","","26","4","439","0006846",353
"0006847","04","1","1","01","02","2","4","","01","2","","","","","","","26","4","439","0006847",302
"0006847","20","1","1","05","04","2","4","","05","2","","","","","","","26","4","439","0006847",302
"0006847","21","1","1","01","","3","4","","03","1","1","","","1","2","1","26","4","439","0006847",302
"0006848","01","1","1","02","","2","4","","05","1","1","","","1","2","1","26","4","439","0006848",413
"0006848","09","1","1","02","","3","3","","05","","4","","","3","2","9","26","4","439","0006848",413
"0006848","10","1","1","03","","3","4","","05","1","1","","","1","2","9","26","4","439","0006848",413
"0006848","11","1","1","02","","2","2","","05","","7","","","1","2","1","26","4","439","0006848",413
"0006848","12","1","1","02","","2","4","","05","1","2","7","","2","1","","26","4","439","0006848",413
"0006849","01","1","1","03","","2","4","","05","2","","","","","","","26","4","438","0006849",335
"0006849","03","1","1","03","","2","9","","","","","","","","","","26","4","438","0006849",335
"0006849","05","1","1","04","05","1","4","","02","1","7","","","1","1","","26","4","438","0006849",335
"0006849","16","1","1","03","","2","4","","05","1","6","","","1","2","1","26","4","438","0006849",335
"0006849","17","1","1","03","","2","1","4","","","","","","","","","26","4","438","0006849",335
"0006849","20","1","1","02","","3","4","","05","2","","","","","","","26","4","438","0006849",335
"0006850","07","1","1","03","","2","4","","05","1","1","","","1","2","3","26","4","438","0006850",233
"0006850","08","1","1","02","","2","4","","05","1","2","","","1","1","","26","4","438","0006850",233
"0006850","11","1","1","03","","1","4","","05","2","","","","","","","26","4","438","0006850",233
"0006850","14","1","1","03","","2","4","","05","1","4","","","1","2","1","26","4","438","0006850",233
"0006850","15","1","1","04","","1","4","","05","1","1","","","9","1","","26","4","438","0006850",233
"0006850","18","1","1","03","","2","1","6","","","","","","","","","26","4","438","0006850",233
"0006850","19","1","1","04","","1","4","","05","1","1","","","9","1","","26","4","438","0006850",233
"0006851","06","1","1","01","","2","4","","05","2","","","","","","","26","4","439","0006851",520
"0006851","07","1","1","03","","2","4","","05","1","1","","","1","2","1","26","4","439","0006851",520
"0006851","08","1","1","03","","2","4","","05","1","1","","","1","1","","26","4","439","0006851",520
"0006851","16","1","1","04","","2","4","","05","1","1","7","","1","1","","26","4","439","0006851",520
"0006852","04","1","1","02","","2","4","","02","1","7","","","1","2","1","26","4","438","0006852",366
"0006852","14","1","1","01","","2","1","3","","","","","","","","","26","4","438","0006852",366
"0006853","16","1","1","03","","3","4","","05","1","1","","","2","1","","26","4","438","0006853",386
"0006854","18","1","1","01","","1","4","","05","1","1","","","1","2","1","26","4","439","0006854",466
"0006855","01","1","1","01","","2","4","","05","2","","","","","","","26","4","438","0006855",299
"0006855","02","1","1","03","","3","4","","05","1","7","","","1","9","","26","4","438","0006855",299
"0006855","07","1","1","01","","2","4","","03","1","1","","","9","2","9","26","4","438","0006855",299
"0006855","09","1","1","02","","2","4","","05","1","4","","","1","2","1","26","4","438","0006855",299
"0006855","11","1","1","03","","3","2","","01","","2","","","2","2","1","26","4","438","0006855",299
"0006855","12","1","1","04","","2","4","","05","1","1","","","1","2","1","26","4","438","0006855",299
"0006855","14","1","1","03","","2","9","","","","","","","","","","26","4","438","0006855",299
"0006855","14","1","2","07","","2","4","","05","1","1","","","9","2","8","26","4","438","0006855",299
"0006855","16","1","1","01","","2","4","","05","1","1","","","1","2","1","26","4","438","0006855",299
"0006855","19","2","1","01","","1","4","","05","1","1","","","1","2","2","26","4","438","0006855",299
"0006856","11","1","1","03","04","2","9","","","","","","","","","","26","4","439","0006856",315
"0006856","13","1","1","01","","2","4","","05","2","","","","","","","26","4","439","0006856",315
"0006856","15","1","1","03","","2","4","","05","1","6","","","1","1","","26","4","439","0006856",315
"0006856","16","1","1","03","","2","4","","05","1","1","5","","1","2","1","26","4","439","0006856",315
"0006856","17","1","1","02","","2","4","","05","1","1","","","1","2","1","26","4","439","0006856",315
"0006856","19","1","1","01","02","3","3","","05","","2","","","2","1","","26","4","439","0006856",315
"0006857","01","1","1","01","","2","4","","01","2","","","","","","","26","2","432","0006857",757
"0006857","01","1","2","02","","2","2","","01","","2","","","3","1","","26","2","432","0006857",757
"0006858","04","1","1","01","","4","2","","02","","2","","","3","2","1","26","1","419","0006858",1554
"0006859","03","1","1","02","","2","2","","05","","1","","","1","2","2","26","1","419","0006859",420
"0006859","04","1","1","02","","2","4","","05","2","","","","","","","26","1","419","0006859",420
"0006860","05","1","1","02","","2","1","5","","","","","","","","","26","1","419","0006860",727
"0006863","01","1","1","06","","1","1","5","","","","","","","","","26","1","416","0006863",153
"0006865","02","1","1","01","","3","4","","01","2","","","","","","","26","1","416","0006865",296
"0006866","03","1","1","01","","3","4","","01","2","","","","","","","26","1","416","0006866",2253
"0006869","03","1","1","02","","1","1","1","","","","","","","","","26","1","416","0006869",1578
"0006869","05","1","1","02","","2","4","","01","1","2","","","3","2","1","26","1","416","0006869",1578
"0006870","01","1","1","01","","2","4","","05","1","1","","","2","2","1","26","1","422","0006870",1560
"0006870","01","1","2","03","","2","4","","05","1","1","","","2","2","1","26","1","422","0006870",1560
"0006870","04","1","1","01","","2","4","","03","2","","","","","","","26","1","422","0006870",1560
"0006870","04","1","2","03","","2","3","","05","","2","","","3","1","","26","1","422","0006870",1560
"0006871","03","1","1","01","","2","9","","","","","","","","","","26","1","422","0006871",2040
"0006873","03","1","1","01","","3","4","","01","2","","","","","","","26","1","422","0006873",1511
"0006874","04","1","1","01","","2","2","","05","","2","","","2","1","","26","1","419","0006874",1541
"0006875","05","1","1","01","","2","4","","05","1","1","","","1","2","1","26","3","436","0006875",286
"0006876","01","1","1","01","","2","3","","05","","1","","","1","2","1","26","2","434","0006876",160
"0006876","02","1","1","01","02","2","4","","10","2","","","","","","","26","2","434","0006876",160
"0006876","04","1","1","02","","1","4","","05","2","","","","","","","26","2","434","0006876",160
"0006876","04","1","2","03","","1","4","","05","2","","","","","","","26","2","434","0006876",160
"0006877","04","1","1","02","03","1","4","","05","1","2","","","1","1","","27","1","440","0006877",350
"0006877","05","1","1","02","03","3","2","","05","","2","","","3","1","","27","1","440","0006877",350
"0006878","04","1","1","01","","2","4","","05","1","1","2","","1","2","1","27","1","440","0006878",250
"0006879","02","1","1","01","","2","4","","07","2","","","","","","","27","1","440","0006879",312
"0006879","03","1","1","02","","4","2","","03","","1","","","1","2","1","27","1","440","0006879",312
"0006879","04","1","1","01","","2","4","","05","2","","","","","","","27","1","440","0006879",312
"0006880","02","1","1","02","","2","3","","05","","2","","","2","2","4","27","1","440","0006880",302
"0006880","02","1","2","04","","2","2","","05","","2","","","2","2","5","27","1","440","0006880",302
"0006880","03","1","1","02","","2","3","","01","","3","","","2","2","1","27","1","440","0006880",302
"0006880","04","1","1","02","","3","3","","05","","1","","","3","2","8","27","1","440","0006880",302
"0006881","05","1","1","01","","2","4","","05","2","","","","","","","27","1","440","0006881",304
"0006882","01","1","1","01","","3","2","","06","","4","","","1","2","2","27","1","441","0006882",353
"0006882","02","1","1","02","","2","4","","01","1","1","","","1","2","3","27","1","441","0006882",353
"0006882","03","1","1","03","","2","1","5","","","","","","","","","27","1","441","0006882",353
"0006882","05","1","1","02","","3","1","5","","","","","","","","","27","1","441","0006882",353
"0006883","01","1","1","02","03","2","4","","08","2","","","","","","","27","1","441","0006883",282
"0006884","02","1","1","03","","2","4","","05","1","1","5","","9","1","","27","1","440","0006884",276
"0006884","05","1","1","01","","2","4","","05","2","","","","","","","27","1","440","0006884",276
"0006885","02","2","1","01","","3","4","","05","2","","","","","","","27","1","440","0006885",262
"0006885","03","1","1","02","","2","2","","05","","2","","","2","2","2","27","1","440","0006885",262
"0006885","04","1","1","01","","2","4","","01","2","","","","","","","27","1","440","0006885",262
"0006886","04","1","1","02","","2","4","","03","2","","","","","","","27","1","440","0006886",274
"0006887","02","1","1","01","","2","4","","05","2","","","","","","","27","1","441","0006887",401
"0006887","04","1","1","02","","2","3","","02","","2","","","3","1","","27","1","441","0006887",401
"0006887","05","1","1","02","","3","2","","05","","2","","","4","1","","27","1","441","0006887",401
"0006888","05","1","1","02","","2","2","","05","","2","","","9","2","9","27","1","442","0006888",391
"0006888","05","2","1","02","","3","2","","05","","1","","","3","2","3","27","1","442","0006888",391
"0006889","03","1","1","01","","3","2","","08","","1","","","1","1","","27","1","440","0006889",326
"0006889","03","1","2","04","","2","2","","08","","2","","","1","1","","27","1","440","0006889",326
"0006891","05","1","1","01","","2","2","","05","","1","4","","4","1","","27","1","442","0006891",417
"0006892","03","1","1","04","","2","2","","05","","3","","","3","2","8","27","1","441","0006892",332
"0006893","03","1","1","03","","4","2","","05","","1","","","2","2","1","27","1","441","0006893",478
"0006894","04","1","1","02","","3","2","","05","","1","2","","3","2","1","27","1","441","0006894",344
"0006894","05","1","1","02","","2","2","","02","","2","","","2","1","","27","1","441","0006894",344
"0006896","05","1","1","05","","1","4","","05","1","1","","","3","1","","27","1","441","0006896",254
"0006897","05","1","1","02","01","2","4","","08","1","1","4","","1","2","1","27","1","440","0006897",325
"0006898","02","1","1","01","","4","4","","03","1","1","2","","2","1","","27","1","440","0006898",280
"0006899","01","1","1","01","","2","4","","05","2","","","","","","","27","1","440","0006899",380
"0006899","02","1","1","02","","3","4","","05","2","","","","","","","27","1","440","0006899",380
"0006900","01","1","1","01","","2","2","","08","","1","2","","4","1","","27","1","441","0006900",475
"0006900","03","1","1","01","","3","2","","08","","5","","","3","2","8","27","1","441","0006900",475
"0006900","04","1","1","02","","1","3","","08","","1","","","1","2","1","27","1","441","0006900",475
"0006900","05","1","1","01","02","3","4","","03","2","","","","","","","27","1","441","0006900",475
"0006904","02","1","1","01","","3","4","","05","1","1","","","2","1","","27","1","441","0006904",306
"0006904","05","1","1","02","","2","4","","02","2","","","","","","","27","1","441","0006904",306
"0006905","01","1","1","03","","2","4","","05","2","","","","","","","27","1","441","0006905",551
"0006905","03","1","1","01","","2","4","","05","2","","","","","","","27","1","441","0006905",551
"0006905","04","1","1","03","","2","2","","05","","6","","","4","2","2","27","1","441","0006905",551
"0006905","04","1","2","04","","2","2","","05","","6","","","4","2","2","27","1","441","0006905",551
"0006905","04","1","3","05","","2","2","","05","","6","","","4","2","2","27","1","441","0006905",551
"0006905","04","1","4","06","","2","2","","05","","6","","","4","2","2","27","1","441","0006905",551
"0006906","03","1","1","02","","3","4","","07","1","2","","","4","2","5","27","1","442","0006906",396
"0006906","05","2","1","02","","2","4","","05","2","","","","","","","27","1","442","0006906",396
"0006907","01","1","1","03","","2","2","","05","","2","","","3","2","5","27","1","440","0006907",335
"0006907","05","1","1","02","","2","4","","01","1","1","5","","2","2","3","27","1","440","0006907",335
"0006908","01","1","1","01","","2","4","","01","1","1","","","1","1","","27","1","440","0006908",354
"0006908","04","1","1","01","","2","3","","05","","2","","","3","2","1","27","1","440","0006908",354
"0006909","02","1","1","02","","3","2","","05","","2","","","2","2","1","27","1","440","0006909",268
"0006909","03","1","1","03","","2","2","","05","","1","2","","3","1","","27","1","440","0006909",268
"0006909","04","1","1","10","","1","1","3","","","","","","","","","27","1","440","0006909",268
"0006911","03","1","1","02","","2","2","","05","","1","2","","2","2","1","27","1","440","0006911",407
"0006913","01","1","1","02","","2","4","","05","2","","","","","","","27","1","440","0006913",567
"0006913","02","1","1","02","","2","4","","08","2","","","","","","","27","1","440","0006913",567
"0006913","04","1","1","01","","2","4","","08","2","","","","","","","27","1","440","0006913",567
"0006913","05","1","1","01","","2","4","","08","2","","","","","","","27","1","440","0006913",567
"0006915","02","1","1","01","","2","4","","05","1","1","","","1","2","1","27","1","440","0006915",332
"0006915","05","1","1","03","","3","3","","05","","4","","","2","1","","27","1","440","0006915",332
"0006915","05","1","2","06","","3","2","","05","","2","","","3","2","1","27","1","440","0006915",332
"0006916","02","1","1","03","","4","2","","05","","1","","","4","1","","27","1","441","0006916",367
"0006918","03","1","1","01","","1","1","5","","","","","","","","","27","1","440","0006918",384
"0006919","02","1","1","01","","3","2","","08","","1","","","4","1","","27","1","442","0006919",356
"0006919","03","1","1","01","02","2","4","","01","1","1","","","2","2","1","27","1","442","0006919",356
"0006922","01","1","1","04","","4","3","","05","","1","","","5","1","","27","1","440","0006922",402
"0006924","01","1","1","05","","3","4","","05","2","","","","","","","27","1","440","0006924",361
"0006924","01","1","2","03","","3","4","","05","2","","","","","","","27","1","440","0006924",361
"0006925","03","1","1","01","03","3","1","6","","","","","","","","","27","1","441","0006925",294
"0006925","03","1","2","02","","3","1","4","","","","","","","","","27","1","441","0006925",294
"0006925","03","1","3","03","","2","1","6","","","","","","","","","27","1","441","0006925",294
"0006926","01","1","1","01","","2","4","","05","1","1","","","3","2","8","27","1","440","0006926",396
"0006926","05","1","1","01","","3","4","","03","2","","","","","","","27","1","440","0006926",396
"0006927","04","1","1","01","","2","4","","05","2","","","","","","","27","1","440","0006927",331
"0006928","01","1","1","01","","3","2","","05","","2","","","3","2","1","27","1","440","0006928",507
"0006928","02","1","1","02","","2","4","","05","2","","","","","","","27","1","440","0006928",507
"0006929","01","1","1","01","","2","4","","05","2","","","","","","","27","1","440","0006929",394
"0006929","02","1","1","03","","3","4","","05","1","1","","","1","2","1","27","1","440","0006929",394
"0006929","03","1","1","01","03","2","4","","05","1","1","","","1","2","2","27","1","440","0006929",394
"0006929","05","1","1","01","","2","4","","05","2","","","","","","","27","1","440","0006929",394
"0006930","01","1","1","01","","3","2","","02","","2","","","2","2","1","27","1","440","0006930",428
"0006930","02","1","1","01","","2","4","","05","2","","","","","","","27","1","440","0006930",428
"0006931","01","1","1","01","","2","1","6","","","","","","","","","27","1","440","0006931",378
"0006932","04","1","1","02","","2","4","","01","1","1","","","5","2","8","27","1","442","0006932",417
"0006932","05","1","1","01","","2","3","","05","","2","","","3","2","8","27","1","442","0006932",417
"0006934","03","1","1","02","","2","2","","05","","4","","","3","2","1","27","1","442","0006934",458
"0006934","03","1","2","03","","3","2","","05","","2","","","3","2","1","27","1","442","0006934",458
"0006936","02","1","1","01","","3","3","","07","","3","","","5","1","","27","1","442","0006936",438
"0006936","03","1","1","01","","3","3","","02","","5","","","3","2","1","27","1","442","0006936",438
"0006937","01","1","1","03","","2","4","","05","2","","","","","","","27","1","442","0006937",336
"0006938","01","1","1","03","04","2","1","6","","","","","","","","","27","1","440","0006938",397
"0006938","01","1","2","05","06","2","1","6","","","","","","","","","27","1","440","0006938",397
"0006940","05","1","1","02","","3","2","","05","","3","","","4","2","1","27","2","444","0006940",549
"0006940","15","1","1","01","02","2","4","","05","1","1","4","","4","2","1","27","2","444","0006940",549
"0006941","03","1","1","01","02","2","4","","06","1","1","6","","1","2","8","27","2","444","0006941",584
"0006941","04","1","1","01","","2","4","","05","1","1","4","","9","2","1","27","2","444","0006941",584
"0006941","09","1","1","01","02","2","3","","05","","1","","","1","2","1","27","2","444","0006941",584
"0006941","16","1","1","03","","3","4","","05","2","","","","","","","27","2","444","0006941",584
"0006942","11","1","1","01","","2","4","","05","2","","","","","","","27","2","444","0006942",550
"0006943","03","1","1","01","","3","4","","05","2","","","","","","","27","2","445","0006943",311
"0006943","06","1","1","01","","2","4","","01","2","","","","","","","27","2","445","0006943",311
"0006943","20","1","1","01","","2","4","","03","2","","","","","","","27","2","445","0006943",311
"0006944","03","1","1","03","","3","4","","05","1","1","","","1","2","1","27","2","445","0006944",425
"0006944","04","1","1","01","","2","2","","01","","1","","","1","2","1","27","2","445","0006944",425
"0006944","05","1","1","02","","2","4","","05","2","","","","","","","27","2","445","0006944",425
"0006944","08","1","1","02","","2","4","","01","2","","","","","","","27","2","445","0006944",425
"0006944","12","1","1","01","02","2","4","","05","2","","","","","","","27","2","445","0006944",425
"0006944","15","2","1","02","","3","4","","05","2","","","","","","","27","2","445","0006944",425
"0006944","18","1","1","03","","1","1","5","","","","","","","","","27","2","445","0006944",425
"0006944","19","1","1","03","","1","4","","05","2","","","","","","","27","2","445","0006944",425
"0006944","20","1","1","03","","2","4","","01","2","","","","","","","27","2","445","0006944",425
"0006945","01","1","1","02","","5","2","","05","","3","","","3","2","1","27","2","445","0006945",312
"0006945","03","1","1","02","","3","3","","03","","1","","","2","2","1","27","2","445","0006945",312
"0006945","11","1","1","02","","2","4","","05","1","1","","","2","1","","27","2","445","0006945",312
"0006945","11","1","2","03","","3","4","","05","1","5","","","2","1","","27","2","445","0006945",312
"0006945","16","1","1","02","","3","2","","07","","1","6","","1","2","8","27","2","445","0006945",312
"0006945","18","1","1","04","","2","4","","07","2","","","","","","","27","2","445","0006945",312
"0006945","19","1","1","04","","3","4","","03","2","","","","","","","27","2","445","0006945",312
"0006945","20","1","1","01","","2","4","","05","2","","","","","","","27","2","445","0006945",312
"0006946","06","1","1","01","","2","4","","05","1","1","4","","1","2","8","27","2","445","0006946",630
"0006946","20","1","1","03","","2","4","","05","1","1","","","1","1","","27","2","445","0006946",630
"0006947","01","1","1","01","02","3","4","","05","1","1","2","","3","1","","27","2","445","0006947",368
"0006947","02","1","1","07","08","2","4","","05","2","","","","","","","27","2","445","0006947",368
"0006947","02","2","1","01","02","2","4","","05","1","1","","","1","2","1","27","2","445","0006947",368
"0006947","12","1","1","03","","2","4","","05","1","7","","","2","1","","27","2","445","0006947",368
"0006947","12","1","2","05","","2","4","","05","1","7","","","2","2","2","27","2","445","0006947",368
"0006947","13","1","1","01","","1","4","","01","1","1","7","","1","1","","27","2","445","0006947",368
"0006947","13","1","2","02","","3","4","","01","1","1","7","","1","1","","27","2","445","0006947",368
"0006947","14","1","1","01","","2","3","","05","","1","6","","1","2","1","27","2","445","0006947",368
"0006948","03","1","1","06","","2","4","","05","1","1","4","","3","1","","27","2","446","0006948",394
"0006948","06","1","1","04","03","2","4","","05","1","1","2","","4","1","","27","2","446","0006948",394
"0006948","07","1","1","01","","3","4","","05","1","1","","","3","2","1","27","2","446","0006948",394
"0006948","12","1","1","02","","2","4","","05","2","","","","","","","27","2","446","0006948",394
"0006948","18","1","1","03","","2","4","","05","1","1","2","5","1","1","","27","2","446","0006948",394
"0006949","08","1","1","04","","2","4","","05","1","1","","","2","2","1","27","2","445","0006949",315
"0006949","08","1","2","05","","3","4","","05","1","1","","","2","1","","27","2","445","0006949",315
"0006949","08","1","3","03","","2","1","1","","","","","","","","","27","2","445","0006949",315
"0006949","10","1","1","03","","3","4","","05","1","1","","","1","2","2","27","2","445","0006949",315
"0006950","02","1","1","01","","6","4","","05","1","1","","","9","1","","27","2","445","0006950",369
"0006950","03","1","1","02","","2","2","","05","","2","","","2","1","","27","2","445","0006950",369
"0006950","06","1","1","01","","2","4","","05","2","","","","","","","27","2","445","0006950",369
"0006950","12","1","1","03","","1","1","5","","","","","","","","","27","2","445","0006950",369
"0006951","04","1","1","01","02","2","4","","08","1","1","","","3","1","","27","2","446","0006951",449
"0006951","05","1","1","01","","2","2","","05","","1","","","4","1","","27","2","446","0006951",449
"0006951","05","1","2","02","","3","4","","05","1","1","","","4","2","2","27","2","446","0006951",449
"0006951","14","1","1","01","","2","4","","05","1","1","","","2","2","1","27","2","446","0006951",449
"0006952","02","1","1","04","","2","4","","05","2","","","","","","","27","2","445","0006952",311
"0006952","04","1","1","02","","3","4","","06","2","","","","","","","27","2","445","0006952",311
"0006952","07","1","1","02","","4","4","","05","1","1","","","2","1","","27","2","445","0006952",311
"0006952","08","1","1","01","02","3","4","","05","2","","","","","","","27","2","445","0006952",311
"0006952","09","1","1","01","02","3","4","","05","1","4","","","2","1","","27","2","445","0006952",311
"0006952","12","1","1","01","03","3","2","","05","","4","5","7","5","1","","27","2","445","0006952",311
"0006952","12","1","2","03","","2","4","","05","2","","","","","","","27","2","445","0006952",311
"0006952","20","1","1","01","","2","4","","03","2","","","","","","","27","2","445","0006952",311
"0006953","05","1","1","01","","2","4","","03","1","2","","","3","2","2","27","2","445","0006953",430
"0006953","06","1","1","02","","1","4","","05","1","1","","","1","1","","27","2","445","0006953",430
"0006953","15","1","1","01","","2","4","","05","2","","","","","","","27","2","445","0006953",430
"0006953","20","1","1","04","","1","4","","05","1","1","","","1","2","1","27","2","445","0006953",430
"0006953","20","2","1","01","02","2","4","","03","2","","","","","","","27","2","445","0006953",430
"0006954","07","1","1","03","","2","2","","05","","7","","","2","2","1","27","2","445","0006954",475
"0006954","07","1","2","04","","2","2","","05","","5","","","2","2","1","27","2","445","0006954",475
"0006954","09","1","1","02","","2","4","","05","2","","","","","","","27","2","445","0006954",475
"0006954","13","1","1","01","","2","4","","05","1","1","6","","2","2","1","27","2","445","0006954",475
"0006954","15","1","1","04","","2","4","","05","2","","","","","","","27","2","445","0006954",475
"0006955","02","1","1","01","","2","4","","01","1","1","4","","1","2","1","27","2","445","0006955",373
"0006955","05","1","1","01","","1","4","","03","1","7","","","1","1","","27","2","445","0006955",373
"0006955","06","1","1","02","","2","1","5","","","","","","","","","27","2","445","0006955",373
"0006955","07","1","1","02","","3","1","5","","","","","","","","","27","2","445","0006955",373
"0006955","12","1","1","03","","2","1","1","","","","","","","","","27","2","445","0006955",373
"0006955","14","1","1","01","","3","4","","05","1","1","4","","1","1","","27","2","445","0006955",373
"0006955","20","1","1","03","","2","1","5","","","","","","","","","27","2","445","0006955",373
"0006956","06","1","1","02","","2","2","","08","","1","","","1","2","2","27","2","445","0006956",368
"0006956","12","1","1","01","","3","4","","03","2","","","","","","","27","2","445","0006956",368
"0006957","05","1","1","01","","3","4","","05","1","1","","","4","2","5","27","3","447","0006957",392
"0006957","09","1","1","01","","3","4","","05","2","","","","","","","27","3","447","0006957",392
"0006957","10","1","1","01","","2","4","","05","1","1","","","1","2","1","27","3","447","0006957",392
"0006957","13","1","1","03","","2","4","","05","2","","","","","","","27","3","447","0006957",392
"0006957","16","1","1","02","","2","4","","05","1","1","","","1","2","1","27","3","447","0006957",392
"0006957","18","1","1","02","","1","1","3","","","","","","","","","27","3","447","0006957",392
"0006959","02","1","1","04","06","1","1","5","","","","","","","","","27","3","443","0006959",343
"0006959","03","1","1","02","","1","3","","05","","2","","","9","1","","27","3","443","0006959",343
"0006959","03","1","2","04","","3","4","","05","1","3","","","2","1","","27","3","443","0006959",343
"0006963","02","1","1","01","","4","4","","05","2","","","","","","","27","3","449","0006963",277
"0006963","03","1","1","03","","2","4","","05","1","1","","","5","1","","27","3","449","0006963",277
"0006963","09","1","1","04","","2","4","","05","1","4","","","1","2","1","27","3","449","0006963",277
"0006963","14","1","1","01","","2","4","","08","2","","","","","","","27","3","449","0006963",277
"0006963","16","1","1","03","","3","4","","03","1","1","","","3","1","","27","3","449","0006963",277
"0006963","16","2","1","01","","3","4","","05","2","","","","","","","27","3","449","0006963",277
"0006964","02","1","1","02","","2","2","","05","","2","","","2","2","1","27","3","449","0006964",306
"0006964","02","1","2","03","","2","2","","05","","2","","","2","2","1","27","3","449","0006964",306
"0006964","02","2","1","01","","6","4","","05","1","6","","","2","1","","27","3","449","0006964",306
"0006964","03","1","1","01","","3","4","","07","2","","","","","","","27","3","449","0006964",306
"0006964","05","1","1","02","","3","4","","05","1","1","","","1","2","1","27","3","449","0006964",306
"0006964","08","1","1","01","02","3","4","","05","1","4","","","4","2","3","27","3","449","0006964",306
"0006964","12","1","1","01","","4","3","","05","","6","","","3","1","","27","3","449","0006964",306
"0006964","15","1","1","01","02","2","4","","01","1","2","","","2","1","","27","3","449","0006964",306
